"V1","V2","V3","V4","V5"
625,103,4.19795354484112,4.19795354484112,0
630,103,4.19795354484112,4.19795354484112,0
635,103,4.19840416446425,4.19870457754634,1
640,103,4.19870457754634,4.19870457754634,0
645,103,4.19840416446425,4.19795354484112,1
650,103,4.19795354484112,4.19795354484112,0
655,103,4.19795354484112,4.19795354484112,0
660,103,4.19795354484112,4.19795354484112,1
665,103,4.19795354484112,4.19795354484112,0
670,103,4.19795354484112,4.19795354484112,0
675,103,4.19813381976342,4.19840423214688,1
680,103,4.19840423214688,4.19840423214688,0
685,103,4.19846430573714,4.19855441612253,2
690,103,4.19795349969677,4.19780327059033,1
695,103,4.19774315185571,4.1976529737538,2
700,103,4.19772812217206,4.1976529737538,0
705,103,4.19772812217206,4.1976529737538,0
710,103,4.19762288727001,4.19720194766181,1
715,103,4.19720194766181,4.19720194766181,0
720,103,4.19720194766181,4.19720194766181,0
725,103,4.19729216644252,4.19735231229633,1
730,103,4.19735231229633,4.19735231229633,0
735,103,4.19735231229633,4.19735231229633,0
740,103,4.19735231229633,4.19735231229633,0
745,103,4.19735231229633,4.19735231229633,0
750,103,4.19735231229633,4.19735231229633,0
755,103,4.19735231229633,4.19735231229633,0
760,103,4.19735231229633,4.19735231229633,0
765,103,4.19735231229633,4.19735231229633,0
770,103,4.19735231229633,4.19735231229633,0
775,103,4.19735231229633,4.19735231229633,0
780,103,4.19735231229633,4.19735231229633,0
785,103,4.19735231229633,4.19735231229633,0
790,103,4.19735231229633,4.19735231229633,0
795,103,4.19735231229633,4.19735231229633,0
800,103,4.19735231229633,4.19735231229633,0
805,103,4.19735231229633,4.19735231229633,0
810,103,4.19735231229633,4.19735231229633,0
815,103,4.19735231229633,4.19735231229633,0
820,103,4.19735231229633,4.19735231229633,0
825,103,4.197126738207,4.19705156041436,2
830,103,4.19697635548078,4.19705156041436,0
835,103,4.19700643745421,4.19705156041436,1
840,103,4.19705156041436,4.19705156041436,0
845,103,4.19705156041436,4.19705156041436,0
850,103,4.19705156041436,4.19705156041436,0
855,103,4.19705156041436,4.19705156041436,0
860,103,4.19705156041436,4.19705156041436,0
865,103,4.19705156041436,4.19705156041436,0
870,103,4.19697635548078,4.19705156041436,2
875,103,4.19697635548078,4.19705156041436,0
880,103,4.19697635548078,4.19705156041436,0
885,103,4.19697635548078,4.19705156041436,0
890,103,4.19697635548078,4.19705156041436,0
895,103,4.19688610050986,4.19675071805349,1
900,103,4.19675071805349,4.19675071805349,0
905,103,4.19675071805349,4.19675071805349,0
910,103,4.19675071805349,4.19675071805349,0
915,103,4.19675071805349,4.19675071805349,0
920,103,4.19675071805349,4.19675071805349,2
925,103,4.19675071805349,4.19675071805349,0
930,103,4.19675071805349,4.19675071805349,0
935,103,4.19675071805349,4.19675071805349,0
940,103,4.19675071805349,4.19675071805349,0
945,103,4.19675071805349,4.19675071805349,0
950,103,4.19675071805349,4.19675071805349,1
955,103,4.19675071805349,4.19675071805349,0
960,103,4.1965099717381,4.19644978515925,3
965,103,4.19644978515925,4.19644978515925,0
970,103,4.19644978515925,4.19644978515925,0
975,103,4.19644978515925,4.19644978515925,0
980,103,4.19644978515925,4.19644978515925,0
985,103,4.19644978515925,4.19644978515925,0
990,103,4.19644978515925,4.19644978515925,0
995,103,4.19644978515925,4.19644978515925,0
1000,103,4.19647988071269,4.19660026292645,1
1005,103,4.19660026292645,4.19660026292645,0
1010,103,4.19660026292645,4.19660026292645,0
1015,103,4.19660026292645,4.19660026292645,0
1020,103,4.19660026292645,4.19660026292645,0
1025,103,4.19660026292645,4.19660026292645,0
1030,103,4.19660026292645,4.19660026292645,0
1035,103,4.19660026292645,4.19660026292645,0
1040,103,4.19660026292645,4.19660026292645,0
1045,103,4.19644978515925,4.19644978515925,2
1050,103,4.19644978515925,4.19644978515925,0
1055,103,4.19644978515925,4.19644978515925,0
1060,103,4.19644978515925,4.19644978515925,0
1065,103,4.19644978515925,4.19644978515925,0
1070,103,4.19644978515925,4.19644978515925,0
1075,103,4.19644978515925,4.19644978515925,0
1080,103,4.19644978515925,4.19644978515925,0
1085,103,4.19644978515925,4.19644978515925,0
1090,103,4.19644978515925,4.19644978515925,0
1095,103,4.19644978515925,4.19644978515925,0
1100,103,4.19644978515925,4.19644978515925,0
1105,103,4.19644978515925,4.19644978515925,0
1110,103,4.19644978515925,4.19644978515925,0
1115,103,4.19644978515925,4.19644978515925,0
1120,103,4.19644978515925,4.19644978515925,0
1125,103,4.19644978515925,4.19644978515925,0
1130,103,4.19632938482792,4.19629928474509,1
1135,103,4.19629928474509,4.19629928474509,0
1140,103,4.19629928474509,4.19629928474509,0
1145,103,4.19629928474509,4.19629928474509,0
1150,103,4.19629928474509,4.19629928474509,0
1155,103,4.19629928474509,4.19629928474509,0
1160,103,4.19629928474509,4.19629928474509,0
1165,103,4.19629928474509,4.19629928474509,0
1170,103,4.19629928474509,4.19629928474509,0
1175,103,4.19629928474509,4.19629928474509,0
1180,103,4.19632938482792,4.19644978515925,1
1185,103,4.19644978515925,4.19644978515925,0
1190,103,4.19644978515925,4.19644978515925,0
1195,103,4.19644978515925,4.19644978515925,0
1200,103,4.19617886629074,4.19614876167715,3
1205,103,4.1960584206382,4.19614876167715,2
1210,103,4.19614876167715,4.19614876167715,1
1215,103,4.19566690652029,4.19554644273107,2
1220,103,4.19554644273107,4.19554644273107,0
1225,103,4.19554644273107,4.19554644273107,0
1230,103,4.19554644273107,4.19554644273107,0
1235,103,4.19590783409872,4.19614876167715,1
1240,103,4.19614876167715,4.19614876167715,3
1245,103,4.19614876167715,4.19614876167715,3
1250,103,4.19614876167715,4.19614876167715,3
1255,103,4.19614876167715,4.19614876167715,1
1260,103,4.19590787037753,4.19584764755262,1
1265,103,4.19584764755262,4.19584764755262,0
1270,103,4.19584764755262,4.19584764755262,0
1275,103,4.19584764755262,4.19584764755262,0
1280,103,4.19584764755262,4.19584764755262,0
1285,103,4.19584764755262,4.19584764755262,0
1290,103,4.19584764755262,4.19584764755262,0
1295,103,4.19584764755262,4.19584764755262,0
1300,103,4.19584764755262,4.19584764755262,0
1305,103,4.19584764755262,4.19584764755262,0
1310,103,4.19584764755262,4.19584764755262,0
1315,103,4.19584764755262,4.19584764755262,0
1320,103,4.19584764755262,4.19584764755262,0
1325,103,4.19590787037753,4.19614876167715,1
1330,103,4.19614876167715,4.19614876167715,0
1335,103,4.19614876167715,4.19614876167715,1
1340,103,4.19614876167715,4.19614876167715,0
1345,103,4.19614876167715,4.19614876167715,0
1350,103,4.19614876167715,4.19614876167715,0
1355,103,4.19617886629074,4.19629928474509,2
1360,103,4.19622402321112,4.19629928474509,0
1365,103,4.19622402321112,4.19629928474509,0
1370,103,4.19622402321112,4.19629928474509,0
1375,103,4.19622402321112,4.19629928474509,0
1380,103,4.19622402321112,4.19629928474509,0
1385,103,4.19622402321112,4.19629928474509,0
1390,103,4.19622402321112,4.19629928474509,0
1395,103,4.19623907551791,4.19629928474509,1
1400,103,4.19629928474509,4.19629928474509,0
1405,103,4.19629928474509,4.19629928474509,0
1410,103,4.19599338641342,4.1959169118305,1
1415,103,4.1959169118305,4.1959169118305,0
1420,103,4.1959169118305,4.1959169118305,0
1425,103,4.1959169118305,4.1959169118305,0
1430,103,4.1959169118305,4.1959169118305,0
1435,103,4.1959169118305,4.1959169118305,0
1440,103,4.1959169118305,4.1959169118305,0
1445,103,4.1959169118305,4.1959169118305,0
1450,103,4.19588920611935,4.19584764755262,3
1455,103,4.19584764755262,4.19584764755262,0
1460,103,4.19584764755262,4.19584764755262,0
1465,103,4.19584764755262,4.19584764755262,0
1470,103,4.19584764755262,4.19584764755262,0
1475,103,4.19584764755262,4.19584764755262,0
1480,103,4.19584764755262,4.19584764755262,0
1485,103,4.19584764755262,4.19584764755262,0
1490,103,4.19584764755262,4.19584764755262,0
1495,103,4.19584764755262,4.19584764755262,0
1500,103,4.19584764755262,4.19584764755262,0
1505,103,4.19584764755262,4.19584764755262,0
1510,103,4.19584764755262,4.19584764755262,0
1515,103,4.19584764755262,4.19584764755262,0
1520,103,4.19584764755262,4.19584764755262,0
1525,103,4.19584764755262,4.19584764755262,0
1530,103,4.19584764755262,4.19584764755262,0
1535,103,4.19584764755262,4.19584764755262,0
1540,103,4.19584764755262,4.19584764755262,0
1545,103,4.19584764755262,4.19584764755262,0
1550,103,4.19566692465969,4.19554644273107,3
1555,103,4.19554644273107,4.19554644273107,1
1560,103,4.19554644273107,4.19554644273107,0
1565,103,4.19548618815537,4.19539580629183,3
1570,103,4.19539580629183,4.19539580629183,0
1575,103,4.19545606086753,4.19554644273107,2
1580,103,4.19554644273107,4.19554644273107,0
1585,103,4.19554644273107,4.19554644273107,0
1590,103,4.19554644273107,4.19554644273107,0
1595,103,4.19554644273107,4.19554644273107,0
1600,103,4.19554644273107,4.19554644273107,0
1605,103,4.19554644273107,4.19554644273107,0
1610,103,4.19554644273107,4.19554644273107,0
1615,103,4.19554644273107,4.19554644273107,0
1620,103,4.19554644273107,4.19554644273107,0
1625,103,4.19554644273107,4.19554644273107,0
1630,103,4.19554644273107,4.19554644273107,0
1635,103,4.19554644273107,4.19554644273107,0
1640,103,4.19554644273107,4.19554644273107,0
1645,103,4.19554644273107,4.19554644273107,0
1650,103,4.19554644273107,4.19554644273107,0
1655,103,4.19554644273107,4.19554644273107,0
1660,103,4.19554644273107,4.19554644273107,0
1665,103,4.19554644273107,4.19554644273107,0
1670,103,4.19554644273107,4.19554644273107,0
1675,103,4.19554644273107,4.19554644273107,0
1680,103,4.19554644273107,4.19554644273107,0
1685,103,4.19554644273107,4.19554644273107,0
1690,103,4.19554644273107,4.19554644273107,0
1695,103,4.19554644273107,4.19554644273107,0
1700,103,4.19554644273107,4.19554644273107,0
1705,103,4.19548618815537,4.19539580629183,1
1710,103,4.19539580629183,4.19539580629183,2
1715,103,4.19533554263823,4.19524514715783,2
1720,103,4.19524514715783,4.19524514715783,0
1725,103,4.19524514715783,4.19524514715783,0
1730,103,4.19524514715783,4.19524514715783,0
1735,103,4.19506431533006,4.19494376077822,2
1740,103,4.19494376077822,4.19494376077822,0
1745,103,4.19494376077822,4.19494376077822,3
1750,103,4.19494376077822,4.19494376077822,0
1755,103,4.19479303351891,4.19479303351891,2
1760,103,4.19479303351891,4.19479303351891,0
1765,103,4.19479303351891,4.19479303351891,0
1770,103,4.19479303351891,4.19479303351891,0
1775,103,4.19479303351891,4.19479303351891,0
1780,103,4.19479303351891,4.19479303351891,0
1785,103,4.19479303351891,4.19479303351891,0
1790,103,4.19479303351891,4.19479303351891,0
1795,103,4.19479303351891,4.19479303351891,0
1800,103,4.19479303351891,4.19479303351891,3
1805,103,4.19467243353375,4.19464228353746,5
1810,103,4.19464228353746,4.19464228353746,0
1815,103,4.19464228353746,4.19464228353746,0
1820,103,4.19464228353746,4.19464228353746,0
1825,103,4.19464228353746,4.19464228353746,0
1830,103,4.19464228353746,4.19464228353746,0
1835,103,4.19464228353746,4.19464228353746,0
1840,103,4.19464228353746,4.19464228353746,0
1845,103,4.19464228353746,4.19464228353746,0
1850,103,4.19464228353746,4.19464228353746,0
1855,103,4.19491347001969,4.1959982159486,1
1860,103,4.1959982159486,4.1959982159486,0
1865,103,4.19587775216212,4.19569705648239,1
1870,103,4.19569705648239,4.19569705648239,0
1875,103,4.19569705648239,4.19569705648239,0
1880,103,4.19569705648239,4.19569705648239,0
1885,103,4.19605839344001,4.19629928474509,1
1890,103,4.19629928474509,4.19629928474509,0
1895,103,4.19629928474509,4.19629928474509,0
1900,103,4.19629928474509,4.19629928474509,0
1905,103,4.19629928474509,4.19629928474509,0
1910,103,4.19629928474509,4.19629928474509,0
1915,103,4.19629928474509,4.19629928474509,0
1920,103,4.19629928474509,4.19629928474509,0
1925,103,4.19629928474509,4.19629928474509,0
1930,103,4.19629928474509,4.19629928474509,0
1935,103,4.19629928474509,4.19629928474509,1
1940,103,4.1962691801315,4.19614876167715,1
1945,103,4.19614876167715,4.19614876167715,0
1950,103,4.19614876167715,4.19614876167715,0
1955,103,4.19614876167715,4.19614876167715,0
1960,103,4.19614876167715,4.19614876167715,0
1965,103,4.1959982159486,4.1959982159486,1
1970,103,4.1959982159486,4.1959982159486,0
1975,103,4.1959982159486,4.1959982159486,0
1980,103,4.1959982159486,4.1959982159486,0
1985,103,4.1959982159486,4.1959982159486,0
1990,103,4.1959982159486,4.1959982159486,0
1995,103,4.1959982159486,4.1959982159486,0
2000,103,4.1959982159486,4.1959982159486,0
2005,103,4.1959982159486,4.1959982159486,0
2010,103,4.1959982159486,4.1959982159486,0
2015,103,4.1959982159486,4.1959982159486,0
2020,103,4.1959982159486,4.1959982159486,0
2025,103,4.1959982159486,4.1959982159486,0
2030,103,4.1959982159486,4.1959982159486,0
2035,103,4.19614876167715,4.19614876167715,3
2040,103,4.19614876167715,4.19614876167715,0
2045,103,4.19613069714159,4.19610360033826,2
2050,103,4.19610360033826,4.19610360033826,0
2055,103,4.19610360033826,4.19610360033826,0
2060,103,4.19610360033826,4.19610360033826,0
2065,103,4.19610360033826,4.19610360033826,0
2070,103,4.19610360033826,4.19610360033826,0
2075,103,4.19610360033826,4.19610360033826,0
2080,103,4.19569705648239,4.19569705648239,1
2085,103,4.19572597162248,4.1957332004075,2
2090,103,4.1957332004075,4.1957332004075,0
2095,103,4.19575608983652,4.19584764755262,1
2100,103,4.19584764755262,4.19584764755262,0
2105,103,4.19584764755262,4.19584764755262,0
2110,103,4.19584764755262,4.19584764755262,0
2115,103,4.19584764755262,4.19584764755262,0
2120,103,4.19584764755262,4.19584764755262,0
2125,103,4.19584764755262,4.19584764755262,0
2130,103,4.19584764755262,4.19584764755262,0
2135,103,4.19584764755262,4.19584764755262,0
2140,103,4.19584764755262,4.19584764755262,0
2145,103,4.19584764755262,4.19584764755262,0
2150,103,4.19581752933857,4.19569705648239,5
2155,103,4.19569705648239,4.19569705648239,0
2160,103,4.19569705648239,4.19569705648239,0
2165,103,4.19569705648239,4.19569705648239,0
2170,103,4.19569705648239,4.19569705648239,0
2175,103,4.19584764755262,4.19584764755262,2
2180,103,4.19584764755262,4.19584764755262,1
2185,103,4.19597669646313,4.19614876167715,7
2190,103,4.19595088668103,4.19584764755262,2
2195,103,4.19584764755262,4.19584764755262,0
2200,103,4.19601880716025,4.19614876167715,22
2205,103,4.19614876167715,4.19614876167715,0
2210,103,4.19584764755262,4.19584764755262,1
2215,103,4.19584764755262,4.19584764755262,0
2220,103,4.19584764755262,4.19584764755262,0
2225,103,4.19584764755262,4.19584764755262,0
2230,103,4.19584764755262,4.19584764755262,0
2235,103,4.19584764755262,4.19584764755262,0
2240,103,4.19575727023486,4.19554644273107,3
2245,103,4.19554644273107,4.19554644273107,0
2250,103,4.19554644273107,4.19554644273107,0
2255,103,4.19554644273107,4.19554644273107,0
2260,103,4.19580748237444,4.19584764755262,4
2265,103,4.19584764755262,4.19584764755262,0
2270,103,4.19584764755262,4.19584764755262,0
2275,103,4.19584764755262,4.19584764755262,0
2280,103,4.19584764755262,4.19584764755262,0
2285,103,4.19584764755262,4.19584764755262,0
2290,103,4.19584764755262,4.19584764755262,0
2295,103,4.19584764755262,4.19584764755262,0
2300,103,4.19584764755262,4.19584764755262,0
2305,103,4.19584764755262,4.19584764755262,0
2310,103,4.19584764755262,4.19584764755262,0
2315,103,4.19584764755262,4.19584764755262,0
2320,103,4.19584764755262,4.19584764755262,0
2325,103,4.19584764755262,4.19584764755262,0
2330,103,4.19584764755262,4.19584764755262,0
2335,103,4.19584764755262,4.19584764755262,0
2340,103,4.19580970026019,4.19578440206524,1
2345,103,4.19578440206524,4.19578440206524,0
2350,103,4.19578440206524,4.19578440206524,0
2355,103,4.19578440206524,4.19578440206524,0
2360,103,4.19578440206524,4.19578440206524,0
2365,103,4.19568921833157,4.19554644273107,1
2370,103,4.19554644273107,4.19554644273107,0
2375,103,4.19554644273107,4.19554644273107,0
2380,103,4.19554644273107,4.19554644273107,0
2385,103,4.19554644273107,4.19554644273107,0
2390,103,4.19554644273107,4.19554644273107,0
2395,103,4.1956066882316,4.19569705648239,2
2400,103,4.19569705648239,4.19569705648239,0
2405,103,4.19569705648239,4.19569705648239,0
2410,103,4.19569705648239,4.19569705648239,0
2415,103,4.19569705648239,4.19569705648239,0
2420,103,4.19569705648239,4.19569705648239,0
2425,103,4.19569705648239,4.19569705648239,0
2430,103,4.19569705648239,4.19569705648239,0
2435,103,4.19569705648239,4.19569705648239,0
2440,103,4.19569705648239,4.19569705648239,0
2445,103,4.19569705648239,4.19569705648239,0
2450,103,4.19569705648239,4.19569705648239,0
2455,103,4.19569705648239,4.19569705648239,0
2460,103,4.19569705648239,4.19569705648239,0
2465,103,4.19569705648239,4.19569705648239,0
2470,103,4.19569705648239,4.19569705648239,0
2475,103,4.19569705648239,4.19569705648239,0
2480,103,4.19569705648239,4.19569705648239,0
2485,103,4.19569705648239,4.19569705648239,0
2490,103,4.19569705648239,4.19569705648239,0
2495,103,4.19569705648239,4.19569705648239,0
2500,103,4.19569705648239,4.19569705648239,0
2505,103,4.19569705648239,4.19569705648239,0
2510,103,4.19569705648239,4.19569705648239,0
2515,103,4.19569705648239,4.19569705648239,0
2520,103,4.19569705648239,4.19569705648239,0
2525,103,4.19569705648239,4.19569705648239,0
2530,103,4.19569705648239,4.19569705648239,0
2535,103,4.19569705648239,4.19569705648239,0
2540,103,4.19569705648239,4.19569705648239,0
2545,103,4.19569705648239,4.19569705648239,0
2550,103,4.19584764755262,4.19584764755262,2
2555,103,4.19584764755262,4.19584764755262,0
2560,103,4.19584764755262,4.19584764755262,0
2565,103,4.19584764755262,4.19584764755262,0
2570,103,4.19584764755262,4.19584764755262,0
2575,103,4.19584764755262,4.19584764755262,0
2580,103,4.19584764755262,4.19584764755262,0
2585,103,4.19584764755262,4.19584764755262,0
2590,103,4.19584764755262,4.19584764755262,0
2595,103,4.19584764755262,4.19584764755262,0
2600,103,4.19584764755262,4.19584764755262,0
2605,103,4.19584764755262,4.19584764755262,0
2610,103,4.19584764755262,4.19584764755262,0
2615,103,4.19584764755262,4.19584764755262,0
2620,103,4.19584764755262,4.19584764755262,0
2625,103,4.19584764755262,4.19584764755262,0
2630,103,4.1962089573066,4.19629928474509,1
2635,103,4.19629928474509,4.19629928474509,0
2640,103,4.19629928474509,4.19629928474509,0
2645,103,4.19629928474509,4.19629928474509,2
2650,103,4.19629928474509,4.19629928474509,0
2655,103,4.19629928474509,4.19629928474509,0
2660,103,4.19629928474509,4.19629928474509,0
2665,103,4.19629928474509,4.19629928474509,0
2670,103,4.19629928474509,4.19629928474509,1
2675,103,4.19657014473013,4.19675071805349,1
2680,103,4.19675071805349,4.19675071805349,0
2685,103,4.19675071805349,4.19675071805349,0
2690,103,4.19675071805349,4.19675071805349,0
2695,103,4.19675071805349,4.19675071805349,0
2700,103,4.19675071805349,4.19675071805349,0
2705,103,4.19675071805349,4.19675071805349,0
2710,103,4.19675071805349,4.19675071805349,0
2715,103,4.19693120989682,4.19720194766181,1
2720,103,4.19720194766181,4.19720194766181,0
2725,103,4.19720194766181,4.19720194766181,0
2730,103,4.19720194766181,4.19720194766181,0
2735,103,4.19720194766181,4.19720194766181,0
2740,103,4.19720194766181,4.19720194766181,0
2745,103,4.19720194766181,4.19720194766181,0
2750,103,4.19720194766181,4.19720194766181,0
2755,103,4.19720194766181,4.19720194766181,0
2760,103,4.19720194766181,4.19720194766181,0
2765,103,4.19744247683322,4.19780327059033,3
2770,103,4.19785336200726,4.19795354484112,4
2775,103,4.19792348999096,4.19780327059033,2
2780,103,4.19780327059033,4.19780327059033,0
2785,103,4.19780327059033,4.19780327059033,0
2790,103,4.19780327059033,4.19780327059033,0
2795,103,4.19775066669754,4.1976529737538,6
2800,103,4.1976529737538,4.1976529737538,0
2805,103,4.19775317164482,4.19780327059033,6
2810,103,4.19767299977512,4.19735231229633,1
2815,103,4.19759284146231,4.1976529737538,2
2820,103,4.1976529737538,4.1976529737538,0
2825,103,4.19762290986799,4.19750265432473,1
2830,103,4.19750265432473,4.19750265432473,0
2835,103,4.19750265432473,4.19750265432473,0
2840,103,4.19750265432473,4.19750265432473,0
2845,103,4.19750265432473,4.19750265432473,0
2850,103,4.19762290083097,4.19780327059033,1
2855,103,4.19762290083097,4.19750265432473,1
2860,103,4.19750265432473,4.19750265432473,1
2865,103,4.19780327059033,4.19780327059033,1
2870,103,4.19780327059033,4.19780327059033,0
2875,103,4.19780327059033,4.19780327059033,0
2880,103,4.19780327059033,4.19780327059033,0
2885,103,4.19780327059033,4.19780327059033,0
2890,103,4.19799860905387,4.19825402561261,3
2895,103,4.19817891106278,4.19825402561261,0
2900,103,4.19817891106278,4.19825402561261,0
2905,103,4.19817891106278,4.19825402561261,0
2910,103,4.19817891106278,4.19825402561261,0
2915,103,4.19817891106278,4.19825402561261,0
2920,103,4.19817891106278,4.19825402561261,0
2925,103,4.19817891106278,4.19825402561261,0
2930,103,4.19817891106278,4.19825402561261,0
2935,103,4.19817891106278,4.19825402561261,0
2940,103,4.19817891106278,4.19825402561261,0
2945,103,4.19817891106278,4.19825402561261,0
2950,103,4.19817891106278,4.19825402561261,0
2955,103,4.19817891106278,4.19825402561261,0
2960,103,4.19817891106278,4.19825402561261,0
2965,103,4.19817891106278,4.19825402561261,0
2970,103,4.19817891106278,4.19825402561261,0
2975,103,4.19817891106278,4.19825402561261,0
2980,103,4.19817891106278,4.19825402561261,0
2985,103,4.19817891106278,4.19825402561261,0
2990,103,4.19817891106278,4.19825402561261,0
2995,103,4.19817891106278,4.19825402561261,0
3000,103,4.19817891106278,4.19825402561261,0
3005,103,4.19817891106278,4.19825402561261,0
3010,103,4.19817891106278,4.19825402561261,0
3015,103,4.19817891106278,4.19825402561261,0
3020,103,4.19816388815281,4.19810379651295,1
3025,103,4.19810379651295,4.19810379651295,0
3030,103,4.19810379651295,4.19810379651295,0
3035,103,4.19810379651295,4.19810379651295,0
3040,103,4.19810379651295,4.19810379651295,0
3045,103,4.19810379651295,4.19810379651295,1
3050,103,4.19810379651295,4.19810379651295,0
3055,103,4.19810379651295,4.19810379651295,0
3060,103,4.19810379651295,4.19810379651295,0
3065,103,4.19810379651295,4.19810379651295,0
3070,103,4.19810379651295,4.19810379651295,0
3075,103,4.19810379651295,4.19810379651295,0
